team,year,win,loss,off_yards_play,points_per_game,yards_play_allowed,avg_points_per_game_allowed,x3rd_percent,opponent_3rd_percent,x4th_percent,opponent_4th_percent,avg_turnover_margin_per_game,avg_yard_per_kickoff_return,avg_yards_per_punt_return,avg_yards_allowed_per_punt_return,winning_percentage,avg_winning_percentage_last_3_years,change_in_winning_percentage_last_3_years,avg_ppg_last_2,avg_def_ppg_last_2,avg_turnover_margin_last_2,avg_ppg_last_3,avg_def_ppg_last_3,avg_turnover_margin_last_3,avg_ppg_last_5,avg_def_ppg_last_5,avg_turnover_margin_last_5,winning_percentage_lag1,winning_percentage_lag2,points_per_game_lag1,points_per_game_lag2,avg_points_per_game_allowed_lag1,avg_points_per_game_allowed_lag2,off_yards_play_lag1,off_yards_play_lag2,yards_play_allowed_lag1,yards_play_allowed_lag2,avg_turnover_margin_per_game_lag1,avg_turnover_margin_per_game_lag2,career_avg_win_pct,win_pct_above_history,team_id
Akron,2016,5,7,5.99,27.4,6.05,33.6,0.373,0.444,0.476,0.591,-0.67,0.0,7.48,7.48,0.4166666666666667,0.4829059829059829,0.0,25.65,27.55,0.04999999999999999,24.63333333333333,26.066666666666666,-0.023333333333333355,23.525,26.700000000000003,-0.06000000000000001,0.6153846153846154,0.4166666666666667,23.9,22.6,21.5,23.1,5.13,5.03,4.85,5.18,0.77,-0.17,0.46634615384615385,-0.04967948717948717,1
Akron,2017,7,7,4.88,22.1,6.02,28.0,0.394,0.342,0.467,0.607,0.71,0.0,14.35,14.35,0.5,0.5106837606837606,0.08333333333333331,24.75,30.8,0.019999999999999962,24.46666666666667,27.7,0.26999999999999996,23.240000000000002,26.96,0.09399999999999999,0.4166666666666667,0.6153846153846154,27.4,23.9,33.6,21.5,5.99,5.13,6.05,4.85,-0.67,0.77,0.47307692307692306,0.02692307692307694,1
Akron,2018,4,8,4.62,18.9,5.19,27.2,0.29,0.37,0.294,0.5,-0.42,0.0,6.09,6.09,0.3333333333333333,0.4166666666666667,-0.2820512820512821,20.5,27.6,0.145,22.799999999999997,29.599999999999998,-0.12666666666666668,22.979999999999997,26.68,0.043999999999999984,0.5,0.4166666666666667,22.1,27.4,28.0,33.6,4.88,5.99,6.02,6.05,0.71,-0.67,0.4497863247863248,-0.11645299145299148,1
Akron,2019,0,12,4.02,10.5,5.7,36.3,0.264,0.53,0.318,0.533,-1.25,0.0,5.61,5.61,0.0,0.27777777777777773,-0.4166666666666667,14.7,31.75,-0.835,17.166666666666668,30.5,-0.32,20.56,29.32,-0.17200000000000001,0.3333333333333333,0.5,18.9,22.1,27.2,28.0,4.62,4.88,5.19,6.02,-0.42,0.71,0.38553113553113555,-0.38553113553113555,1
Akron,2020,1,5,4.69,17.2,7.56,41.3,0.333,0.534,0.444,0.571,-0.5,0.0,7.2,7.2,0.16666666666666666,0.16666666666666663,-0.33333333333333337,13.85,38.8,-0.875,15.533333333333331,34.93333333333333,-0.7233333333333333,19.22,33.279999999999994,-0.426,0.0,0.3333333333333333,10.5,18.9,36.3,27.2,4.02,4.62,5.7,5.19,-1.25,-0.42,0.3581730769230769,-0.19150641025641027,1
Akron,2021,2,10,5.22,19.8,7.19,39.5,0.38,0.542,0.452,0.7,-0.42,1.0,8.87,8.87,0.16666666666666666,0.11111111111111109,-0.16666666666666666,18.5,40.4,-0.45999999999999996,15.833333333333334,39.03333333333333,-0.7233333333333333,17.7,34.46,-0.376,0.16666666666666666,0.0,17.2,10.5,41.3,36.3,4.69,4.02,7.56,5.7,-0.5,-1.25,0.3368945868945869,-0.17022792022792024,1
Akron,2022,2,10,5.11,21.8,6.0,33.5,0.345,0.352,0.478,0.68,-1.08,21.56,6.42,7.42,0.16666666666666666,0.16666666666666666,0.16666666666666666,20.8,36.5,-0.75,19.599999999999998,38.099999999999994,-0.6666666666666666,17.639999999999997,35.56,-0.734,0.16666666666666666,0.16666666666666666,19.8,17.2,39.5,41.3,5.22,4.69,7.19,7.56,-0.42,-0.5,0.3198717948717949,-0.15320512820512824,1
Akron,2023,2,10,4.34,16.2,5.18,28.0,0.335,0.367,0.348,0.522,-0.75,17.23,1.79,1.79,0.16666666666666666,0.16666666666666666,0.0,19.0,30.75,-0.915,19.266666666666666,33.666666666666664,-0.75,17.1,35.71999999999999,-0.8,0.16666666666666666,0.16666666666666666,21.8,19.8,33.5,39.5,5.11,5.22,6.0,7.19,-1.08,-0.42,0.30594405594405594,-0.13927738927738928,1
Alabama,2013,11,2,7.15,38.2,4.83,13.9,0.476,0.347,0.583,0.263,0.15,20.59,4.46,4.46,0.8461538461538461,0.8461538461538461,0.0871794871794872,38.2,13.9,0.15,38.2,13.9,0.15,38.2,13.9,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.0,2
Alabama,2014,12,2,6.66,36.9,4.87,18.4,0.515,0.378,0.769,0.389,-0.14,21.52,6.92,6.92,0.8571428571428571,0.8516483516483516,0.0871794871794872,37.55,16.15,0.0049999999999999906,37.55,16.15,0.0049999999999999906,37.55,16.15,0.0049999999999999906,0.8461538461538461,0.0,38.2,0.0,13.9,0.0,7.15,0.0,4.83,0.0,0.15,0.0,0.8516483516483516,0.005494505494505475,2
Alabama,2015,14,1,5.89,35.1,4.3,15.1,0.374,0.286,0.5,0.35,0.67,19.0,10.33,10.33,0.9333333333333333,0.8788766788766789,0.0871794871794872,36.0,16.75,0.265,36.733333333333334,15.799999999999999,0.22666666666666668,36.733333333333334,15.799999999999999,0.22666666666666668,0.8571428571428571,0.8461538461538461,36.9,38.2,18.4,13.9,6.66,7.15,4.87,4.83,-0.14,0.15,0.8788766788766789,0.054456654456654485,2
Alabama,2016,14,1,6.47,38.8,3.99,13.0,0.438,0.307,0.588,0.174,0.67,0.0,10.65,10.65,0.9333333333333333,0.9079365079365079,0.0871794871794872,36.95,14.05,0.67,36.93333333333333,15.5,0.4000000000000001,37.25,15.1,0.3375,0.9333333333333333,0.8571428571428571,35.1,36.9,15.1,18.4,5.89,6.66,4.3,4.87,0.67,-0.14,0.8924908424908424,0.04084249084249092,2
Alabama,2017,13,1,6.59,37.1,3.99,11.9,0.404,0.346,0.833,0.368,1.0,0.0,6.5,6.5,0.9285714285714286,0.9317460317460317,0.07142857142857151,37.95,12.45,0.835,37.0,13.333333333333334,0.7800000000000001,37.22,14.459999999999999,0.47000000000000003,0.9333333333333333,0.9333333333333333,38.8,35.1,13.0,15.1,6.47,5.89,3.99,4.3,0.67,0.67,0.8997069597069597,0.028864468864468917,2
Alabama,2018,14,1,7.76,45.6,4.89,18.1,0.521,0.342,0.467,0.458,0.4,0.0,2.67,2.67,0.9333333333333333,0.9317460317460317,0.0,41.35,15.0,0.7,40.5,14.333333333333334,0.6900000000000001,38.7,15.3,0.52,0.9285714285714286,0.9333333333333333,37.1,38.8,11.9,13.0,6.59,6.47,3.99,3.99,1.0,0.67,0.9053113553113553,0.028021978021978033,2
Alabama,2019,11,2,7.89,47.2,4.81,18.6,0.523,0.357,0.684,0.368,1.38,0.0,9.18,9.18,0.8461538461538461,0.9026862026862027,-0.0871794871794872,46.400000000000006,18.35,0.8899999999999999,43.300000000000004,16.2,0.9266666666666667,40.760000000000005,15.34,0.8240000000000001,0.9333333333333333,0.9285714285714286,45.6,37.1,18.1,11.9,7.76,6.59,4.89,3.99,0.4,1.0,0.8968602825745683,-0.050706436420722145,2
Alabama,2020,11,0,7.83,49.7,5.04,19.5,0.592,0.406,0.429,0.579,0.91,0.0,4.75,4.75,1.0,0.9264957264957264,0.0714285714285714,48.45,19.05,1.145,47.5,18.733333333333334,0.8966666666666666,43.67999999999999,16.22,0.8719999999999999,0.8461538461538461,0.9333333333333333,47.2,45.6,18.6,18.1,7.89,7.76,4.81,4.89,1.38,0.4,0.9097527472527472,0.09024725274725276,2
Alabama,2021,13,2,6.54,39.9,4.77,20.1,0.52,0.311,0.5,0.548,0.6,1.0,6.08,6.08,0.8666666666666667,0.9042735042735043,-0.06666666666666665,44.8,19.8,0.755,45.6,19.400000000000002,0.9633333333333334,43.9,17.64,0.858,1.0,0.8461538461538461,49.7,47.2,19.5,18.6,7.83,7.89,5.04,4.81,0.91,1.38,0.9049654049654049,-0.0382987382987382,2
Alabama,2022,11,2,6.92,41.1,4.59,18.2,0.457,0.305,0.562,0.385,-0.15,17.71,16.73,6.09,0.8461538461538461,0.9042735042735043,0.0,40.5,19.15,0.22499999999999998,43.56666666666666,19.266666666666666,0.4533333333333334,44.7,18.900000000000002,0.6279999999999999,0.8666666666666667,1.0,39.9,49.7,20.1,19.5,6.54,7.83,4.77,5.04,0.6,0.91,0.8990842490842491,-0.052930402930402964,2
Alabama,2023,12,2,6.21,34.0,5.01,19.0,0.451,0.33,0.714,0.407,0.57,16.28,9.23,9.23,0.8571428571428571,0.8566544566544566,-0.1428571428571429,37.55,18.6,0.20999999999999996,38.333333333333336,19.099999999999998,0.34,42.379999999999995,19.080000000000002,0.6619999999999999,0.8461538461538461,0.8666666666666667,41.1,39.9,18.2,20.1,6.92,6.54,4.59,4.77,-0.15,0.6,0.8952713952713953,-0.038128538128538225,2
App State,2020,9,3,6.42,33.8,4.94,20.0,0.512,0.378,0.55,0.481,0.08,1.0,2.17,2.17,0.75,0.75,-0.1071428571428571,33.8,20.0,0.08,33.8,20.0,0.08,33.8,20.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,3
App State,2021,10,4,6.3,34.5,5.27,22.1,0.36,0.342,0.649,0.375,-0.29,1.0,4.08,4.08,0.7142857142857143,0.7321428571428572,-0.1071428571428571,34.15,21.05,-0.10499999999999998,34.15,21.05,-0.10499999999999998,34.15,21.05,-0.10499999999999998,0.75,0.0,33.8,0.0,20.0,0.0,6.42,0.0,4.94,0.0,0.08,0.0,0.7321428571428572,-0.017857142857142905,3
App State,2022,6,6,6.56,34.9,5.31,26.8,0.381,0.423,0.486,0.5,0.75,25.96,4.94,5.0,0.5,0.6547619047619048,-0.1071428571428571,34.7,24.450000000000003,0.23,34.4,22.96666666666667,0.18000000000000002,34.4,22.96666666666667,0.18000000000000002,0.7142857142857143,0.75,34.5,33.8,22.1,20.0,6.3,6.42,5.27,4.94,-0.29,0.08,0.6547619047619048,-0.15476190476190477,3
App State,2023,9,5,6.2,33.2,5.74,26.6,0.42,0.402,0.621,0.4,0.21,19.31,4.85,4.85,0.6428571428571429,0.6190476190476191,-0.1071428571428571,34.05,26.700000000000003,0.48,34.199999999999996,25.166666666666668,0.22333333333333336,34.1,23.875,0.1875,0.5,0.7142857142857143,34.9,34.5,26.8,22.1,6.56,6.3,5.31,5.27,0.75,-0.29,0.6517857142857143,-0.008928571428571397,3
Appalachian St.,2015,11,2,6.74,36.7,4.69,19.1,0.426,0.34,0.625,0.5,0.15,22.98,6.16,6.16,0.8461538461538461,0.8461538461538461,0.0,36.7,19.1,0.15,36.7,19.1,0.15,36.7,19.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.0,4
Appalachian St.,2016,10,3,6.13,29.2,4.99,17.8,0.337,0.333,0.552,0.217,0.62,0.0,12.5,12.5,0.7692307692307693,0.8076923076923077,0.0,32.95,18.450000000000003,0.385,32.95,18.450000000000003,0.385,32.95,18.450000000000003,0.385,0.8461538461538461,0.0,36.7,0.0,19.1,0.0,6.74,0.0,4.69,0.0,0.15,0.0,0.8076923076923077,-0.038461538461538436,4
Appalachian St.,2017,9,4,6.45,33.5,5.31,20.2,0.403,0.331,0.542,0.5,0.92,1.0,8.19,8.19,0.6923076923076923,0.7692307692307692,0.0,31.35,19.0,0.77,33.13333333333333,19.033333333333335,0.5633333333333334,33.13333333333333,19.033333333333335,0.5633333333333334,0.7692307692307693,0.8461538461538461,29.2,36.7,17.8,19.1,6.13,6.74,4.99,4.69,0.62,0.15,0.7692307692307692,-0.07692307692307687,4
Appalachian St.,2018,11,2,6.52,37.3,4.43,15.5,0.42,0.317,0.591,0.273,0.46,0.0,3.88,3.88,0.8461538461538461,0.7692307692307692,0.0,35.4,17.85,0.6900000000000001,33.333333333333336,17.833333333333332,0.6666666666666666,34.175,18.15,0.5375,0.6923076923076923,0.7692307692307693,33.5,29.2,20.2,17.8,6.45,6.13,5.31,4.99,0.92,0.62,0.7884615384615384,0.05769230769230771,4
Appalachian St.,2019,13,1,6.26,38.8,5.01,20.0,0.445,0.307,0.813,0.577,1.07,0.0,3.65,3.65,0.9285714285714286,0.8223443223443224,0.15934065934065933,38.05,17.75,0.7650000000000001,36.53333333333333,18.566666666666666,0.8166666666666668,35.1,18.52,0.644,0.8461538461538461,0.6923076923076923,37.3,33.5,15.5,20.2,6.52,6.45,4.43,5.31,0.46,0.92,0.8164835164835165,0.11208791208791213,4
Arizona,2013,8,5,5.79,33.5,5.26,24.2,0.472,0.393,0.4,0.462,0.31,19.54,3.33,3.33,0.6153846153846154,0.6153846153846154,-0.3653846153846154,33.5,24.2,0.31,33.5,24.2,0.31,33.5,24.2,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,5
Arizona,2014,10,4,5.7,34.5,5.66,28.2,0.38,0.405,0.615,0.389,0.57,18.95,8.38,8.38,0.7142857142857143,0.6648351648351649,-0.3653846153846154,34.0,26.2,0.43999999999999995,34.0,26.2,0.43999999999999995,34.0,26.2,0.43999999999999995,0.6153846153846154,0.0,33.5,0.0,24.2,0.0,5.79,0.0,5.26,0.0,0.31,0.0,0.6648351648351649,0.049450549450549386,5
Arizona,2015,7,6,6.48,37.4,5.93,35.8,0.411,0.459,0.37,0.556,-0.31,21.69,3.43,3.43,0.5384615384615384,0.6227106227106227,-0.3653846153846154,35.95,32.0,0.12999999999999998,35.13333333333333,29.399999999999995,0.19000000000000003,35.13333333333333,29.399999999999995,0.19000000000000003,0.7142857142857143,0.6153846153846154,34.5,33.5,28.2,24.2,5.7,5.79,5.66,5.26,0.57,0.31,0.6227106227106227,-0.08424908424908428,5
Arizona,2016,3,9,6.08,24.8,6.1,38.3,0.363,0.526,0.278,0.313,-0.58,0.0,11.48,11.48,0.25,0.5009157509157509,-0.3653846153846154,31.1,37.05,-0.44499999999999995,32.233333333333334,34.099999999999994,-0.10666666666666667,32.55,31.625,-0.0025000000000000022,0.5384615384615384,0.7142857142857143,37.4,34.5,35.8,28.2,6.48,5.7,5.93,5.66,-0.31,0.57,0.529532967032967,-0.27953296703296704,5
Arizona,2017,7,6,7.01,41.3,6.03,34.4,0.423,0.467,0.706,0.56,0.23,0.0,12.06,12.06,0.5384615384615384,0.4423076923076923,-0.17582417582417587,33.05,36.349999999999994,-0.17499999999999988,34.5,36.166666666666664,-0.21999999999999997,34.3,32.17999999999999,0.044,0.25,0.5384615384615384,24.8,37.4,38.3,35.8,6.08,6.48,6.1,5.93,-0.58,-0.31,0.5313186813186813,0.0071428571428571175,5
Arizona,2018,5,7,6.23,31.3,5.73,32.6,0.436,0.411,0.5,0.607,-0.33,0.0,7.38,7.38,0.4166666666666667,0.40170940170940167,-0.12179487179487175,36.300000000000004,33.5,-0.04999999999999993,32.46666666666666,35.099999999999994,-0.22666666666666666,33.86,33.86,-0.084,0.5384615384615384,0.25,41.3,24.8,34.4,38.3,7.01,6.08,6.03,6.1,0.23,-0.58,0.5122100122100123,-0.09554334554334559,5
Arizona,2019,4,8,6.05,26.9,6.36,35.8,0.441,0.47,0.65,0.333,-0.25,0.0,8.0,8.0,0.3333333333333333,0.42948717948717946,0.08333333333333331,29.1,34.2,-0.2899999999999999,33.166666666666664,34.26666666666667,-0.11666666666666668,32.339999999999996,35.379999999999995,-0.248,0.4166666666666667,0.5384615384615384,31.3,41.3,32.6,34.4,6.23,7.01,5.73,6.03,-0.33,0.23,0.4866562009419152,-0.15332286760858188,5
Arizona,2020,0,5,4.95,17.4,6.74,39.8,0.329,0.429,0.25,0.625,-1.8,1.0,10.17,10.17,0.0,0.25,-0.5384615384615384,22.150000000000002,37.8,-1.025,25.2,36.06666666666666,-0.7933333333333333,28.339999999999996,36.18,-0.546,0.3333333333333333,0.4166666666666667,26.9,31.3,35.8,32.6,6.05,6.23,6.36,5.73,-0.25,-0.33,0.4258241758241758,-0.4258241758241758,5
Arizona,2021,1,11,4.91,17.2,5.89,31.4,0.321,0.374,0.643,0.5,-1.42,0.0,8.35,8.35,0.08333333333333333,0.13888888888888887,-0.33333333333333337,17.300000000000004,35.599999999999994,-1.6099999999999999,20.5,35.666666666666664,-1.1566666666666665,26.82,34.8,-0.7140000000000001,0.0,0.3333333333333333,17.4,26.9,39.8,35.8,4.95,6.05,6.74,6.36,-1.8,-0.25,0.3877696377696378,-0.3044363044363045,5
