team,year,win,loss,off_yards_play,points_per_game,yards_play_allowed,avg_points_per_game_allowed,x3rd_percent,opponent_3rd_percent,x4th_percent,opponent_4th_percent,avg_turnover_margin_per_game,avg_yard_per_kickoff_return,avg_yards_per_punt_return,avg_yards_allowed_per_punt_return,winning_percentage,avg_winning_percentage_last_3_years,change_in_winning_percentage_last_3_years,avg_ppg_last_2,avg_def_ppg_last_2,avg_turnover_margin_last_2,avg_ppg_last_3,avg_def_ppg_last_3,avg_turnover_margin_last_3,avg_ppg_last_5,avg_def_ppg_last_5,avg_turnover_margin_last_5,winning_percentage_lag1,winning_percentage_lag2,points_per_game_lag1,points_per_game_lag2,avg_points_per_game_allowed_lag1,avg_points_per_game_allowed_lag2,off_yards_play_lag1,off_yards_play_lag2,yards_play_allowed_lag1,yards_play_allowed_lag2,avg_turnover_margin_per_game_lag1,avg_turnover_margin_per_game_lag2,career_avg_win_pct,win_pct_above_history,team_id
Florida St.,2021,5,7,5.79,27.6,5.18,26.5,0.346,0.404,0.292,0.478,0.08,0.0,8.83,8.83,0.4166666666666667,0.4038461538461538,0.0,26.700000000000003,31.25,-0.12499999999999997,27.099999999999998,30.099999999999998,-0.16,26.2,28.6,-0.372,0.3333333333333333,0.46153846153846156,25.8,27.9,36.0,27.8,5.54,5.84,6.47,5.31,-0.33,-0.23,0.625966625966626,-0.20929995929995932,33
Florida St.,2022,10,3,6.96,36.1,4.85,20.6,0.512,0.35,0.333,0.542,0.15,23.4,10.81,6.0,0.7692307692307693,0.5064102564102565,0.3076923076923077,31.85,23.55,0.11500000000000005,29.833333333333332,27.7,-0.03333333333333335,27.860000000000003,28.48,-0.25,0.4166666666666667,0.3333333333333333,27.6,25.8,26.5,36.0,5.79,5.54,5.18,6.47,0.08,-0.33,0.6402930402930403,0.12893772893772892,33
Florida St.,2023,13,1,6.27,34.6,5.02,19.3,0.363,0.288,0.476,0.433,0.57,22.59,6.38,6.38,0.9285714285714286,0.704822954822955,0.5952380952380953,35.35,19.950000000000003,0.36,32.76666666666667,22.133333333333336,0.2666666666666666,30.4,26.04,0.04799999999999997,0.7692307692307693,0.4166666666666667,36.1,27.6,20.6,26.5,6.96,5.79,4.85,5.18,0.15,0.08,0.6665001665001665,0.2620712620712621,33
Fresno St.,2017,10,4,5.78,27.1,4.86,17.9,0.356,0.348,0.667,0.292,0.57,0.0,14.46,14.46,0.7142857142857143,0.7142857142857143,-0.2142857142857143,27.1,17.9,0.57,27.1,17.9,0.57,27.1,17.9,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,34
Fresno St.,2018,12,2,6.27,34.6,4.72,14.1,0.446,0.34,0.7,0.519,0.86,0.0,3.5,3.5,0.8571428571428571,0.7857142857142857,-0.2142857142857143,30.85,16.0,0.715,30.85,16.0,0.715,30.85,16.0,0.715,0.7142857142857143,0.0,27.1,0.0,17.9,0.0,5.78,0.0,4.86,0.0,0.57,0.0,0.7857142857142857,0.0714285714285714,34
Fresno St.,2019,4,8,6.04,30.0,5.73,30.1,0.377,0.421,0.462,0.556,0.33,1.0,4.25,4.25,0.3333333333333333,0.6349206349206349,-0.2142857142857143,32.3,22.1,0.595,30.566666666666666,20.7,0.5866666666666667,30.566666666666666,20.7,0.5866666666666667,0.8571428571428571,0.7142857142857143,34.6,27.1,14.1,17.9,6.27,5.78,4.72,4.86,0.86,0.57,0.6349206349206349,-0.30158730158730157,34
Fresno St.,2020,3,3,6.2,32.8,6.14,30.0,0.432,0.485,0.615,0.556,0.0,1.0,9.71,9.71,0.5,0.5634920634920634,-0.2142857142857143,31.4,30.05,0.165,32.46666666666666,24.733333333333334,0.39666666666666667,31.125,23.025,0.44,0.3333333333333333,0.8571428571428571,30.0,34.6,30.1,14.1,6.04,6.27,5.73,4.72,0.33,0.86,0.6011904761904762,-0.10119047619047616,34
Fresno St.,2021,10,3,6.34,33.4,5.26,20.5,0.426,0.344,0.533,0.35,0.15,0.0,7.2,7.2,0.7692307692307693,0.5341880341880342,-0.08791208791208782,33.099999999999994,25.25,0.075,32.06666666666666,26.866666666666664,0.16,31.580000000000002,22.52,0.382,0.5,0.3333333333333333,32.8,30.0,30.0,30.1,6.2,6.04,6.14,5.73,0.0,0.33,0.6347985347985348,0.1344322344322345,34
Fresno St.,2022,10,4,6.01,30.6,5.14,19.4,0.458,0.361,0.438,0.472,0.29,22.43,19.92,8.45,0.7142857142857143,0.6611721611721612,0.380952380952381,32.0,19.95,0.21999999999999997,32.266666666666666,23.3,0.14666666666666667,32.28,22.82,0.32599999999999996,0.7692307692307693,0.5,33.4,32.8,20.5,30.0,6.34,6.2,5.26,6.14,0.15,0.0,0.6480463980463981,0.06623931623931623,34
Fresno St.,2023,9,4,5.7,30.5,5.35,23.5,0.476,0.396,0.643,0.586,0.69,20.94,11.88,11.88,0.6923076923076923,0.7252747252747254,0.1923076923076923,30.55,21.45,0.48999999999999994,31.5,21.133333333333333,0.37666666666666665,31.46,24.7,0.292,0.7142857142857143,0.7692307692307693,30.6,33.4,19.4,20.5,6.01,6.34,5.14,5.26,0.29,0.15,0.6543694400837258,0.03793825222396652,34
Ga. Southern,2015,9,4,6.41,36.5,5.47,23.5,0.417,0.356,0.645,0.3,0.46,14.58,5.08,5.08,0.6923076923076923,0.6923076923076923,0.07692307692307698,36.5,23.5,0.46,36.5,23.5,0.46,36.5,23.5,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.0,35
Ga. Southern,2016,5,7,5.24,26.6,5.94,26.5,0.443,0.327,0.444,0.619,0.08,1.0,7.0,7.0,0.4166666666666667,0.5544871794871795,0.07692307692307698,31.55,25.0,0.27,31.55,25.0,0.27,31.55,25.0,0.27,0.6923076923076923,0.0,36.5,0.0,23.5,0.0,6.41,0.0,5.47,0.0,0.46,0.0,0.5544871794871795,-0.13782051282051283,35
Ga. Southern,2017,2,10,4.75,20.8,6.6,32.2,0.351,0.392,0.607,0.438,0.0,0.0,10.2,10.2,0.16666666666666666,0.4252136752136752,0.07692307692307698,23.700000000000003,29.35,0.04,27.96666666666667,27.400000000000002,0.18000000000000002,27.96666666666667,27.400000000000002,0.18000000000000002,0.4166666666666667,0.6923076923076923,26.6,36.5,26.5,23.5,5.24,6.41,5.94,5.47,0.08,0.46,0.4252136752136752,-0.2585470085470085,35
Ga. Southern,2018,10,3,5.91,30.5,5.45,21.5,0.389,0.385,0.5,0.69,1.69,0.0,5.27,5.27,0.7692307692307693,0.45085470085470086,0.07692307692307698,25.65,26.85,0.845,25.96666666666667,26.733333333333334,0.59,28.6,25.925,0.5575,0.16666666666666666,0.4166666666666667,20.8,26.6,32.2,26.5,4.75,5.24,6.6,5.94,0.0,0.08,0.5112179487179487,0.2580128205128206,35
Ga. Southern,2019,7,6,5.19,28.2,5.66,28.2,0.307,0.337,0.429,0.531,0.62,1.0,3.3,3.3,0.5384615384615384,0.4914529914529915,0.12179487179487175,29.35,24.85,1.155,26.5,27.3,0.77,28.52,26.380000000000003,0.5700000000000001,0.7692307692307693,0.16666666666666666,30.5,20.8,21.5,32.2,5.91,4.75,5.45,6.6,1.69,0.0,0.5166666666666667,0.021794871794871717,35
Ga. Southern,2020,8,5,5.93,27.2,5.11,20.8,0.405,0.343,0.471,0.621,0.69,2.0,14.17,14.17,0.6153846153846154,0.6410256410256411,0.4487179487179488,27.7,24.5,0.655,28.633333333333336,23.5,1.0,26.660000000000004,25.839999999999996,0.616,0.5384615384615384,0.7692307692307693,28.2,30.5,28.2,21.5,5.19,5.91,5.66,5.45,0.62,1.69,0.5331196581196581,0.0822649572649573,35
Ga. Southern,2021,3,9,5.04,20.2,6.44,31.4,0.353,0.379,0.429,0.421,-0.58,1.0,8.71,8.71,0.25,0.4679487179487179,-0.5192307692307693,23.7,26.1,0.05499999999999999,25.2,26.8,0.24333333333333332,25.380000000000003,26.82,0.484,0.6153846153846154,0.5384615384615384,27.2,28.2,20.8,28.2,5.93,5.19,5.11,5.66,0.69,0.62,0.4926739926739927,-0.2426739926739927,35
Ga. Southern,2022,6,7,6.17,32.7,6.5,31.6,0.472,0.43,0.565,0.522,-0.38,17.35,9.16,11.5,0.46153846153846156,0.44230769230769235,-0.07692307692307687,26.450000000000003,31.5,-0.48,26.7,27.933333333333334,-0.09000000000000001,27.76,26.7,0.40800000000000003,0.25,0.6153846153846154,20.2,27.2,31.4,20.8,5.04,5.93,6.44,5.11,-0.58,0.69,0.4887820512820513,-0.027243589743589758,35
Ga. Southern,2023,6,7,5.72,30.2,6.06,30.5,0.454,0.386,0.609,0.4,-0.77,19.67,13.0,13.0,0.46153846153846156,0.391025641025641,-0.15384615384615385,31.450000000000003,31.05,-0.575,27.7,31.166666666666668,-0.5766666666666667,27.7,28.5,-0.084,0.46153846153846156,0.25,32.7,20.2,31.6,31.4,6.17,5.04,6.5,6.44,-0.38,-0.58,0.4857549857549858,-0.02421652421652426,35
Georgia,2013,8,5,6.66,36.7,5.41,29.0,0.418,0.399,0.591,0.636,-0.54,21.41,4.3,4.3,0.6153846153846154,0.6153846153846154,0.0,36.7,29.0,-0.54,36.7,29.0,-0.54,36.7,29.0,-0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,36
Georgia,2014,10,3,6.79,41.3,4.84,20.7,0.497,0.395,0.8,0.632,1.23,19.25,4.7,4.7,0.7692307692307693,0.6923076923076923,0.0,39.0,24.85,0.345,39.0,24.85,0.345,39.0,24.85,0.345,0.6153846153846154,0.0,36.7,0.0,29.0,0.0,6.66,0.0,5.41,0.0,-0.54,0.0,0.6923076923076923,0.07692307692307698,36
Georgia,2015,10,3,6.03,26.3,4.76,16.9,0.31,0.289,0.417,0.52,0.31,21.2,8.44,8.44,0.7692307692307693,0.7179487179487181,0.0,33.8,18.799999999999997,0.77,34.766666666666666,22.2,0.3333333333333333,34.766666666666666,22.2,0.3333333333333333,0.7692307692307693,0.6153846153846154,41.3,36.7,20.7,29.0,6.79,6.66,4.84,5.41,1.23,-0.54,0.7179487179487181,0.05128205128205121,36
Georgia,2016,8,5,5.44,24.5,5.26,24.0,0.418,0.368,0.538,0.412,0.62,1.0,6.1,6.1,0.6153846153846154,0.7179487179487181,0.0,25.4,20.45,0.46499999999999997,30.7,20.53333333333333,0.7200000000000001,32.2,22.65,0.40499999999999997,0.7692307692307693,0.7692307692307693,26.3,41.3,16.9,20.7,6.03,6.79,4.76,4.84,0.31,1.23,0.6923076923076923,-0.07692307692307687,36
Georgia,2017,13,2,6.7,35.4,4.69,16.4,0.456,0.329,0.583,0.294,0.27,0.0,5.94,5.94,0.8666666666666667,0.7504273504273504,0.09743589743589742,29.950000000000003,20.2,0.44499999999999995,28.733333333333334,19.099999999999998,0.39999999999999997,32.839999999999996,21.4,0.378,0.6153846153846154,0.7692307692307693,24.5,26.3,24.0,16.9,5.44,6.03,5.26,4.76,0.62,0.31,0.7271794871794872,0.13948717948717948,36
Georgia,2018,11,3,7.05,37.9,4.94,19.2,0.475,0.34,0.615,0.481,0.21,1.0,12.8,12.8,0.7857142857142857,0.7559218559218559,0.016483516483516425,36.650000000000006,17.799999999999997,0.24,32.6,19.866666666666667,0.36666666666666664,33.08,19.439999999999998,0.5279999999999999,0.8666666666666667,0.6153846153846154,35.4,24.5,16.4,24.0,6.7,5.44,4.69,5.26,0.27,0.62,0.736935286935287,0.04877899877899872,36
Georgia,2019,12,2,6.08,30.8,4.29,12.6,0.412,0.316,0.6,0.261,0.21,0.0,8.83,8.83,0.8571428571428571,0.8365079365079365,0.24175824175824168,34.35,15.899999999999999,0.21,34.7,16.066666666666666,0.22999999999999998,30.98,17.82,0.32399999999999995,0.7857142857142857,0.8666666666666667,37.9,35.4,19.2,16.4,7.05,6.7,4.94,4.69,0.21,0.27,0.7541077969649398,0.1030350601779173,36
Georgia,2020,7,2,6.12,33.2,4.87,19.9,0.492,0.373,0.364,0.571,-0.11,0.0,6.33,6.33,0.7777777777777778,0.8068783068783069,-0.0888888888888889,32.0,16.25,0.049999999999999996,33.96666666666667,17.233333333333334,0.10333333333333333,32.36,18.419999999999998,0.24,0.8571428571428571,0.7857142857142857,30.8,37.9,12.6,19.2,6.08,7.05,4.29,4.94,0.21,0.21,0.7570665445665445,0.02071123321123325,36
Georgia,2021,14,1,6.98,38.4,4.16,10.2,0.448,0.356,0.571,0.406,0.2,0.0,10.0,10.0,0.9333333333333333,0.8560846560846561,0.14761904761904765,35.800000000000004,15.049999999999997,0.045000000000000005,34.13333333333333,14.233333333333333,0.10000000000000002,35.14,15.66,0.156,0.7777777777777778,0.8571428571428571,33.2,30.8,19.9,12.6,6.12,6.08,4.87,4.29,-0.11,0.21,0.77665174331841,0.15668159001492332,36
Georgia,2022,15,0,7.17,41.1,4.88,14.3,0.511,0.266,0.867,0.364,0.07,19.86,12.62,18.33,1.0,0.9037037037037038,0.1428571428571429,39.75,12.249999999999998,0.135,37.56666666666667,14.800000000000002,0.053333333333333344,36.28000000000001,15.239999999999998,0.11600000000000002,0.9333333333333333,0.7777777777777778,38.4,33.2,10.2,19.9,6.98,6.12,4.16,4.87,0.2,-0.11,0.798986568986569,0.20101343101343105,36
Georgia,2023,13,1,7.26,40.1,4.77,15.6,0.552,0.257,0.75,0.567,0.21,16.67,0.0,0.0,0.9285714285714286,0.953968253968254,0.1507936507936508,40.60000000000001,14.95,0.14,39.86666666666667,13.366666666666667,0.16,36.720000000000006,14.52,0.11600000000000002,1.0,0.9333333333333333,41.1,38.4,14.3,10.2,7.17,6.98,4.88,4.16,0.07,0.2,0.8107670107670107,0.11780441780441786,36
Georgia St.,2014,1,11,5.39,22.7,6.57,43.3,0.465,0.519,0.563,0.611,-1.83,20.21,13.5,13.5,0.08333333333333333,0.08333333333333333,0.5,22.7,43.3,-1.83,22.7,43.3,-1.83,22.7,43.3,-1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,37
Georgia St.,2015,6,7,6.23,26.9,5.3,28.3,0.435,0.405,0.111,0.565,-0.08,26.79,14.05,14.05,0.46153846153846156,0.27243589743589747,0.5,24.799999999999997,35.8,-0.9550000000000001,24.799999999999997,35.8,-0.9550000000000001,24.799999999999997,35.8,-0.9550000000000001,0.08333333333333333,0.0,22.7,0.0,43.3,0.0,5.39,0.0,6.57,0.0,-1.83,0.0,0.27243589743589747,0.1891025641025641,37
Georgia St.,2016,3,9,5.31,19.9,4.91,26.6,0.382,0.391,0.357,0.692,-0.42,1.0,12.43,12.43,0.25,0.26495726495726496,0.5,23.4,27.450000000000003,-0.25,23.166666666666668,32.733333333333334,-0.7766666666666667,23.166666666666668,32.733333333333334,-0.7766666666666667,0.46153846153846156,0.08333333333333333,26.9,22.7,28.3,43.3,6.23,5.39,5.3,6.57,-0.08,-1.83,0.26495726495726496,-0.01495726495726496,37
Georgia St.,2017,7,5,5.46,20.3,5.8,24.8,0.429,0.385,0.5,0.583,-0.33,1.0,10.0,10.0,0.5833333333333334,0.4316239316239316,0.5,20.1,25.700000000000003,-0.375,22.366666666666664,26.566666666666666,-0.27666666666666667,22.45,30.75,-0.665,0.25,0.46153846153846156,19.9,26.9,26.6,28.3,5.31,6.23,4.91,5.3,-0.42,-0.08,0.34455128205128205,0.23878205128205132,37
Georgia St.,2018,2,10,5.57,23.9,7.73,37.4,0.404,0.493,0.607,0.778,-0.67,0.0,8.57,8.57,0.16666666666666666,0.3333333333333333,-0.29487179487179493,22.1,31.099999999999998,-0.5,21.366666666666664,29.600000000000005,-0.47333333333333333,22.74,32.08,-0.666,0.5833333333333334,0.25,20.3,19.9,24.8,26.6,5.46,5.31,5.8,4.91,-0.33,-0.42,0.308974358974359,-0.14230769230769233,37
Georgia St.,2019,7,6,5.83,31.2,6.68,36.2,0.456,0.453,0.481,0.542,0.08,0.0,9.53,9.53,0.5384615384615384,0.42948717948717946,0.28846153846153844,27.549999999999997,36.8,-0.29500000000000004,25.13333333333333,32.800000000000004,-0.3066666666666667,24.439999999999998,30.660000000000004,-0.284,0.16666666666666666,0.5833333333333334,23.9,20.3,37.4,24.8,5.57,5.46,7.73,5.8,-0.67,-0.33,0.34722222222222215,0.19123931623931628,37
Georgia St.,2020,5,4,5.66,32.7,5.68,32.9,0.431,0.367,0.615,0.522,-0.11,0.0,5.47,5.47,0.5555555555555556,0.4202279202279202,-0.02777777777777779,31.95,34.55,-0.015000000000000055,29.266666666666666,35.5,-0.23333333333333336,25.6,31.580000000000002,-0.29,0.5384615384615384,0.16666666666666666,31.2,23.9,36.2,37.4,5.83,5.57,6.68,7.73,0.08,-0.67,0.376984126984127,0.1785714285714286,37
Georgia St.,2021,8,5,5.63,28.2,5.45,27.1,0.419,0.444,0.556,0.517,0.46,0.0,5.4,5.4,0.6153846153846154,0.5698005698005697,0.4487179487179488,30.450000000000003,30.0,0.17499999999999996,30.7,32.06666666666666,0.1433333333333334,27.259999999999998,31.68,-0.11399999999999999,0.5555555555555556,0.5384615384615384,32.7,31.2,32.9,36.2,5.66,5.83,5.68,6.68,-0.11,0.08,0.40678418803418803,0.2086004273504274,37
Georgia St.,2022,4,8,5.72,30.0,5.73,31.2,0.407,0.417,0.556,0.44,0.42,9.36,5.27,5.87,0.3333333333333333,0.5014245014245015,-0.20512820512820512,29.1,29.15,0.43999999999999995,30.299999999999997,30.400000000000002,0.2566666666666667,29.2,32.96,0.03600000000000001,0.6153846153846154,0.5555555555555556,28.2,32.7,27.1,32.9,5.63,5.66,5.45,5.68,0.46,-0.11,0.3986229819563153,-0.06528964862298198,37
Georgia St.,2023,7,6,5.81,27.2,6.29,30.1,0.455,0.445,0.474,0.423,0.15,20.7,11.88,11.88,0.5384615384615384,0.4957264957264957,-0.017094017094017144,28.6,30.65,0.2849999999999999,28.466666666666665,29.46666666666667,0.3433333333333333,29.859999999999996,31.5,0.2,0.3333333333333333,0.6153846153846154,30.0,28.2,31.2,27.1,5.72,5.63,5.73,5.45,0.42,0.46,0.41260683760683764,0.1258547008547008,37
Georgia Tech,2013,7,6,6.1,35.1,5.52,22.8,0.514,0.363,0.444,0.615,-0.31,21.51,8.94,8.94,0.5384615384615384,0.5384615384615384,0.15384615384615385,35.1,22.8,-0.31,35.1,22.8,-0.31,35.1,22.8,-0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.0,38
Georgia Tech,2014,11,3,6.72,37.9,6.32,25.7,0.579,0.461,0.706,0.545,0.79,22.64,6.56,6.56,0.7857142857142857,0.6620879120879121,0.15384615384615385,36.5,24.25,0.24000000000000002,36.5,24.25,0.24000000000000002,36.5,24.25,0.24000000000000002,0.5384615384615384,0.0,35.1,0.0,22.8,0.0,6.1,0.0,5.52,0.0,-0.31,0.0,0.6620879120879121,0.12362637362637363,38
Georgia Tech,2015,3,9,5.85,29.3,5.82,25.8,0.349,0.361,0.5,0.545,-0.58,23.16,7.79,7.79,0.25,0.5247252747252747,0.15384615384615385,33.6,25.75,0.10500000000000004,34.1,24.766666666666666,-0.033333333333333305,34.1,24.766666666666666,-0.033333333333333305,0.7857142857142857,0.5384615384615384,37.9,35.1,25.7,22.8,6.72,6.1,6.32,5.52,0.79,-0.31,0.5247252747252747,-0.27472527472527475,38
Georgia Tech,2016,9,4,6.53,28.2,5.76,24.5,0.418,0.492,0.5,0.526,0.31,0.0,9.36,9.36,0.6923076923076923,0.576007326007326,0.15384615384615385,28.75,25.15,-0.13499999999999998,31.799999999999997,25.333333333333332,0.17333333333333334,32.625,24.7,0.05250000000000002,0.25,0.7857142857142857,29.3,37.9,25.8,25.7,5.85,6.72,5.82,6.32,-0.58,0.79,0.5666208791208791,0.12568681318681318,38
Georgia Tech,2017,5,6,5.74,28.1,5.52,26.5,0.456,0.309,0.421,0.556,-0.45,1.0,9.43,9.43,0.45454545454545453,0.46561771561771564,-0.33116883116883117,28.15,25.5,-0.07,28.53333333333333,25.599999999999998,-0.24,31.72,25.06,-0.04799999999999999,0.6923076923076923,0.25,28.2,29.3,24.5,25.8,6.53,5.85,5.76,5.82,0.31,-0.58,0.5442057942057942,-0.08966033966033965,38
Georgia Tech,2018,7,6,6.1,33.6,5.97,29.3,0.439,0.507,0.529,0.6,0.62,2.0,6.0,6.0,0.5384615384615384,0.5617715617715617,0.28846153846153844,30.85,27.9,0.08499999999999999,29.96666666666667,26.76666666666667,0.16,31.420000000000005,26.360000000000003,0.138,0.45454545454545453,0.6923076923076923,28.1,28.2,26.5,24.5,5.74,6.53,5.52,5.76,-0.45,0.31,0.5432484182484182,-0.00478687978687975,38
Georgia Tech,2019,3,9,4.79,16.7,5.83,32.4,0.301,0.452,0.471,0.684,-0.33,0.0,11.43,11.43,0.25,0.4143356643356643,-0.4423076923076923,25.15,30.85,0.145,26.133333333333336,29.400000000000002,-0.053333333333333344,27.18,27.7,-0.086,0.5384615384615384,0.45454545454545453,33.6,28.1,29.3,26.5,6.1,5.74,5.97,5.52,0.62,-0.45,0.5013557870700728,-0.2513557870700728,38
Georgia Tech,2020,3,7,5.64,23.9,5.86,36.8,0.411,0.467,0.36,0.478,-0.7,0.0,10.38,10.38,0.3,0.3628205128205128,-0.15454545454545454,20.299999999999997,34.6,-0.515,24.733333333333334,32.833333333333336,-0.13666666666666666,26.1,29.9,-0.11000000000000001,0.25,0.5384615384615384,16.7,33.6,32.4,29.3,4.79,6.1,5.83,5.97,-0.33,0.62,0.47618631368631364,-0.17618631368631366,38
Georgia Tech,2021,3,9,5.61,23.8,6.61,33.5,0.354,0.452,0.435,0.6,-0.17,0.0,10.2,10.2,0.25,0.26666666666666666,-0.28846153846153844,23.85,35.15,-0.435,21.46666666666667,34.23333333333333,-0.39999999999999997,25.22,31.7,-0.20600000000000002,0.3,0.25,23.9,16.7,36.8,32.4,5.64,4.79,5.86,5.83,-0.7,-0.33,0.45105450105450107,-0.20105450105450107,38
Georgia Tech,2022,5,7,4.83,17.2,5.56,28.4,0.306,0.386,0.333,0.636,0.92,21.0,9.33,18.54,0.4166666666666667,0.32222222222222224,0.16666666666666669,20.5,30.95,0.375,21.63333333333333,32.9,0.01666666666666668,23.04,32.08,0.06799999999999999,0.25,0.3,23.8,23.9,33.5,36.8,5.61,5.64,6.61,5.86,-0.17,-0.7,0.44761571761571756,-0.03094905094905087,38
Georgia Tech,2023,7,6,6.34,31.1,6.29,29.5,0.431,0.435,0.522,0.538,0.31,26.85,9.0,9.0,0.5384615384615384,0.4017094017094018,0.23846153846153845,24.15,28.95,0.615,24.033333333333335,30.46666666666667,0.35333333333333333,22.54,32.12,0.005999999999999994,0.4166666666666667,0.25,17.2,23.8,28.4,33.5,4.83,5.61,5.56,6.61,0.92,-0.17,0.45587442860170135,0.08258710985983708,38
Hawaii,2017,3,9,5.73,22.8,6.76,33.9,0.383,0.488,0.357,0.667,0.08,2.0,7.44,7.44,0.25,0.25,0.3055555555555556,22.8,33.9,0.08,22.8,33.9,0.08,22.8,33.9,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,39
Hawaii,2018,8,6,6.1,30.8,6.3,35.1,0.331,0.424,0.579,0.643,-0.64,0.0,4.52,4.52,0.5714285714285714,0.4107142857142857,0.3055555555555556,26.8,34.5,-0.28,26.8,34.5,-0.28,26.8,34.5,-0.28,0.25,0.0,22.8,0.0,33.9,0.0,5.73,0.0,6.76,0.0,0.08,0.0,0.4107142857142857,0.1607142857142857,39
Hawaii,2019,10,5,6.69,33.9,6.29,31.9,0.473,0.412,0.606,0.462,-0.73,0.0,13.75,13.75,0.6666666666666666,0.49603174603174605,0.3055555555555556,32.35,33.5,-0.685,29.166666666666668,33.63333333333333,-0.43,29.166666666666668,33.63333333333333,-0.43,0.5714285714285714,0.25,30.8,22.8,35.1,33.9,6.1,5.73,6.3,6.76,-0.64,0.08,0.49603174603174605,0.17063492063492058,39
Hawaii,2020,5,4,5.4,26.2,5.7,27.6,0.391,0.417,0.769,0.615,0.56,1.0,12.3,12.3,0.5555555555555556,0.5978835978835978,0.3055555555555556,30.049999999999997,29.75,-0.08499999999999996,30.3,31.53333333333333,-0.27,28.425,32.125,-0.1825,0.6666666666666666,0.5714285714285714,33.9,30.8,31.9,35.1,6.69,6.1,6.29,6.3,-0.73,-0.64,0.5109126984126984,0.044642857142857206,39
Hawaii,2021,6,7,5.9,28.8,5.75,31.4,0.356,0.462,0.25,0.381,-0.23,1.0,10.33,10.33,0.46153846153846156,0.5612535612535613,-0.10989010989010983,27.499999999999996,29.5,0.16500000000000004,29.633333333333336,30.3,-0.1333333333333333,28.5,31.98,-0.192,0.5555555555555556,0.6666666666666666,26.2,33.9,27.6,31.9,5.4,6.69,5.7,6.29,0.56,-0.73,0.501037851037851,-0.03949938949938947,39
Hawaii,2022,3,10,4.97,19.8,6.6,34.7,0.345,0.395,0.529,0.542,-0.62,16.0,3.77,8.8,0.23076923076923078,0.41595441595441596,-0.43589743589743585,24.299999999999997,33.05,-0.425,24.933333333333334,31.233333333333334,-0.09666666666666664,27.9,32.14,-0.332,0.46153846153846156,0.5555555555555556,28.8,26.2,31.4,27.6,5.9,5.4,5.75,5.7,-0.23,0.56,0.455993080993081,-0.22522385022385022,39
Hawaii,2023,5,8,5.32,21.4,6.17,32.2,0.372,0.452,0.5,0.45,-0.77,22.92,8.69,8.69,0.38461538461538464,0.35897435897435903,-0.17094017094017094,20.599999999999994,33.45,-0.6950000000000001,23.333333333333332,32.766666666666666,-0.54,26.02,31.560000000000002,-0.358,0.23076923076923078,0.46153846153846156,19.8,28.8,34.7,31.4,4.97,5.9,6.6,5.75,-0.62,-0.23,0.44579626722483867,-0.061180882609454035,39
Houston,2013,8,5,5.72,33.2,5.23,21.8,0.356,0.344,0.235,0.56,1.92,21.5,4.06,4.06,0.6153846153846154,0.6153846153846154,0.07692307692307687,33.2,21.8,1.92,33.2,21.8,1.92,33.2,21.8,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,40
Houston,2014,8,5,5.7,29.8,4.88,20.6,0.409,0.387,0.522,0.368,0.62,21.48,4.5,4.5,0.6153846153846154,0.6153846153846154,0.07692307692307687,31.5,21.200000000000003,1.27,31.5,21.200000000000003,1.27,31.5,21.200000000000003,1.27,0.6153846153846154,0.0,33.2,0.0,21.8,0.0,5.72,0.0,5.23,0.0,1.92,0.0,0.6153846153846154,0.0,40
Houston,2015,13,1,6.16,40.4,5.48,20.7,0.504,0.374,0.5,0.471,1.5,20.43,2.19,2.19,0.9285714285714286,0.7197802197802199,0.07692307692307687,35.1,20.65,1.06,34.46666666666667,21.033333333333335,1.3466666666666667,34.46666666666667,21.033333333333335,1.3466666666666667,0.6153846153846154,0.6153846153846154,29.8,33.2,20.6,21.8,5.7,5.72,4.88,5.23,0.62,1.92,0.7197802197802199,0.20879120879120872,40
Houston,2016,9,4,5.32,35.8,4.8,23.5,0.472,0.342,0.633,0.421,-0.54,0.0,2.62,2.62,0.6923076923076923,0.7454212454212454,0.07692307692307687,38.1,22.1,0.48,35.333333333333336,21.599999999999998,0.5266666666666667,34.8,21.65,0.875,0.9285714285714286,0.6153846153846154,40.4,29.8,20.7,20.6,6.16,5.7,5.48,4.88,1.5,0.62,0.7129120879120879,-0.020604395604395642,40
